company_id,legal_name,trade_name,rfc,rfc_type,industry,industry_code,employee_count_min,employee_count_max,website,domain,company_phone,company_email,street,number,colony,municipality,state,postal_code,country,latitude,longitude,executive_name,executive_title,standardized_title,seniority_level,department,executive_work_email,email_status,executive_phone,all_sources_combined,source_count,data_quality_score,last_verified_at
mx_f618f6f4-463e-bfc4-fc7e-01736deff5f5,CORPORATIVO CENTRAL S. DE R.L. DE C.V.,CORPORATIVO CENTRAL,COC040815GY0,MORAL,Fabricación de equipo de transporte y autopartes,3363,101,250,https://www.corporativocentral.mx,corporativocentral.mx,+524552351963,contacto@corporativocentral.mx,Circuito Reforma,3904,Industrial Vallejo,Torreón,Coahuila,05207,Mexico,22.063133,-98.65927,Carlos Hernández,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,chernández@corporativocentral.mx,VERIFIED,+524589592390,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_e90c97ff-4a8e-150a-6b00-e848dc9a29aa,QUIMICA INTERNACIONAL S.A.B. DE C.V.,QUIMICA INTERNACIONAL,QUI2209140T9,MORAL,Fabricación de equipo de transporte y autopartes,3363,0,5,https://www.quimicainternacion.com.mx,quimicainternacion.com.mx,+528141701569,contacto@quimicainternacion.com.mx,Carretera Cuauhtémoc,2741 Int Piso 5,Centro,Monterrey,Nuevo León,19402,Mexico,23.427342,-96.166094,Patricia Dominguez,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,pdominguez@quimicainternacion.com.mx,VERIFIED,+528137924932,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_ed3db17d-1acd-480a-a804-90722154ea43,QUIMICA INTERNACIONAL S.A. DE C.V.,QUIMICA INTERNACIONAL,QUI1204022YP,MORAL,Servicios de consultoría en administración y gestión empresarial,5416,51,100,https://www.quimicainternacion.mx,quimicainternacion.mx,+528120854486,contacto@quimicainternacion.mx,Av. Industria Militar,2018 Int Piso 11,Del Valle,Guadalupe,Nuevo León,19126,Mexico,17.927352,-97.098233,Miguel Morales,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,mmorales@quimicainternacion.mx,VERIFIED,+528169305091,DENUE,1,97,2026-09-06T14:49:23.981537+00:00
mx_60264474-e356-8b54-80a4-98fe987e4edd,TRANSPORTES CENTRAL S.A.S.,TRANSPORTES CENTRAL,TRC020728Z77,MORAL,Comercio al por mayor de artículos de ferretería y herramientas,4662,51,100,https://www.transportescentral.com,transportescentral.com,+528434959502,contacto@transportescentral.com,Carretera Manuel Ávila Camacho,2924,Parque Industrial FINSA,Calvillo,Aguascalientes,01622,Mexico,23.957876,-100.149299,Claudia Navarro,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,cnavarro@transportescentral.com,VERIFIED,+528461388113,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_298dfc78-38a7-cc41-fd85-d22f13490c1b,MANUFACTURA CENTRAL S. DE R.L. DE C.V.,MANUFACTURA CENTRAL,MAC070825NKC,MORAL,Comercio al por mayor de artículos de ferretería y herramientas,4662,31,50,https://www.manufacturacentral.mx,manufacturacentral.mx,+527592607743,contacto@manufacturacentral.mx,Paseo Cuauhtémoc,1330 Int Piso 8,San Rafael,Delicias,Chihuahua,08412,Mexico,15.637892,-99.901453,Guillermo Hernández,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,ghernández@manufacturacentral.mx,VERIFIED,+527581167855,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_52978909-a801-7277-f017-c6439cfd60a6,TRANSPORTES DE OCCIDENTE S. DE R.L. DE C.V.,TRANSPORTES DE OCCIDENTE,TRD010324BY5,MORAL,Comercio al por mayor de artículos de ferretería y herramientas,4662,31,50,https://www.transportesdeoccid.com.mx,transportesdeoccid.com.mx,+528610109296,contacto@transportesdeoccid.com.mx,Calzada Manuel Ávila Camacho,3466,Del Valle,Ecatepec,México,15650,Mexico,20.885421,-103.85227,Alejandro Alarcón,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,aalarcón@transportesdeoccid.com.mx,VERIFIED,+528631722488,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_aa882a8f-a64a-b6cb-b292-78e94b8d779b,QUIMICA CENTRAL S.A.P.I. DE C.V.,QUIMICA CENTRAL,QUC220118EGE,MORAL,Fabricación de productos de plástico y polímeros para empaque,3261,11,30,https://www.quimicacentral93.mx,quimicacentral93.mx,+527658145242,contacto@quimicacentral93.mx,Carretera Constitución,2514,Santa Fe,Corregidora,Querétaro,22156,Mexico,23.000536,-96.602746,Patricia Morales,Director de Tecnología,Chief Technology Officer (CTO),C_SUITE,ENGINEERING_IT,pmorales@quimicacentral93.mx,VERIFIED,+527656926236,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_bac04b41-8282-119b-4553-2b8a8c4e5083,SERVICIOS INTEGRALES DE OCCIDENTE 23 S.A.S.,SERVICIOS INTEGRALES DE OCCIDENTE 23,SED2111287DN,MORAL,Fabricación de estructuras metálicas y pailería industrial,3323,101,250,https://www.serviciosintegrale.mx,serviciosintegrale.mx,+525710394518,contacto@serviciosintegrale.mx,Circuito Morones Prieto,1118,Del Valle,Los Mochis,Sinaloa,25600,Mexico,22.028952,-98.592341,Eduardo López,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,elópez@serviciosintegrale.mx,VERIFIED,+525725903578,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_8742203f-ccf1-e7aa-7c2a-3e37a843ea61,SERVICIOS INTEGRALES NACIONAL S.A.P.I. DE C.V.,SERVICIOS INTEGRALES NACIONAL,SEN110812XXO,MORAL,Fabricación de equipo de transporte y autopartes,3363,6,10,https://www.serviciosintegrale.com.mx,serviciosintegrale.com.mx,+527530524524,contacto@serviciosintegrale.com.mx,Boulevard Reforma,3843,Santa Fe,Mazatlán,Sinaloa,25572,Mexico,23.05037,-104.123335,Hector Valenzuela,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,hvalenzuela@serviciosintegrale.com.mx,VERIFIED,+527543480509,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_6fd005a5-cf36-ecc0-e30d-803ad499e7ff,SERVICIOS INTEGRALES GLOBAL S. DE R.L. DE C.V.,SERVICIOS INTEGRALES GLOBAL,SEG9505191FP,MORAL,"Servicios de seguridad privada, custodia y monitoreo satelital",5616,0,5,https://www.serviciosintegrale.com,serviciosintegrale.com,+525930021480,contacto@serviciosintegrale.com,Paseo Félix U. Gómez,2488,Parque Industrial Benito Juárez,Los Mochis,Sinaloa,25478,Mexico,23.72201,-101.77282,Rodrigo Garza,Socio Fundador,Founder,FOUNDER,EXECUTIVE,rgarza@serviciosintegrale.com,VERIFIED,+525936406857,DENUE,1,97,2026-09-06T14:49:23.999183+00:00
mx_4f0c4c79-9abf-12c8-fa75-130d91489b94,QUIMICA ESTRATEGICA S.C.,QUIMICA ESTRATEGICA,QUE19060100M,MORAL,Fabricación de estructuras metálicas y pailería industrial,3323,11,30,https://www.quimicaestrategica.mx,quimicaestrategica.mx,+524773439635,contacto@quimicaestrategica.mx,Paseo Constitución,636 Int Piso 14,Polanco,Veracruz,Veracruz,30619,Mexico,20.471058,-105.041065,Luis Morales,Socio Fundador,Founder,FOUNDER,EXECUTIVE,lmorales@quimicaestrategica.mx,VERIFIED,+524742298635,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_e5352813-4753-b5e3-22b9-bf3d7a1c052a,EMPAQUES DEL PACIFICO S.A. DE C.V.,EMPAQUES DEL PACIFICO,EMD190603M1P,MORAL,Fabricación de estructuras metálicas y pailería industrial,3323,101,250,https://www.empaquesdelpacific.com.mx,empaquesdelpacific.com.mx,+527134066698,contacto@empaquesdelpacific.com.mx,Paseo Hidalgo,1443,Parque Industrial,Ciudad Obregón,Sonora,26672,Mexico,24.591271,-102.016132,Eduardo González,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,egonzález@empaquesdelpacific.com.mx,VERIFIED,+527199321446,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_3f412ce3-bb18-d405-29f1-2e667ef11ee5,ENERGIA DE LAS AMERICAS S.C.,ENERGIA DE LAS AMERICAS,END960428LCA,MORAL,"Servicios de seguridad privada, custodia y monitoreo satelital",5616,11,30,https://www.energiadelasameric.com.mx,energiadelasameric.com.mx,+524666919235,contacto@energiadelasameric.com.mx,Calzada Reforma,1074 Int Piso 12,Polanco,Calvillo,Aguascalientes,01264,Mexico,21.02778,-95.531768,Mariana Martínez,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,mmartínez@energiadelasameric.com.mx,VERIFIED,+524640740836,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_919e9ccf-5e20-2f23-c41b-b5d052d6c0aa,QUIMICA INDUSTRIAL S.C.,QUIMICA INDUSTRIAL,QUI05052661Y,MORAL,Instalaciones eléctricas y electromecánicas en construcciones,2382,51,100,https://www.quimicaindustrial7.mx,quimicaindustrial7.mx,+523386190537,contacto@quimicaindustrial7.mx,Av. Cuauhtémoc,3385,Parque Industrial FINSA,Tonalá,Jalisco,14128,Mexico,19.317098,-96.278504,Gabriel García,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,ggarcía@quimicaindustrial7.mx,VERIFIED,+523397496720,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_aba59793-cb45-ac2a-cc31-0471a83d2f7d,DISTRIBUIDORA GLOBAL S.A.S.,DISTRIBUIDORA GLOBAL,DIG20020378W,MORAL,Fabricación de equipo de transporte y autopartes,3363,51,100,https://www.distribuidoragloba.mx,distribuidoragloba.mx,+524212732527,contacto@distribuidoragloba.mx,Av. Manuel Ávila Camacho,3485,Parque Industrial FINSA,Córdoba,Veracruz,30367,Mexico,21.853134,-95.452266,Javier López,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,jlópez@distribuidoragloba.mx,VERIFIED,+524257893488,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_244b6438-6c97-5d0a-0d28-82b4a27abdef,PLASTICOS MODERNA S.C.,PLASTICOS MODERNA,PLM120907FQI,MORAL,Fabricación de productos químicos básicos y resinas sintéticas,3251,6,10,https://www.plasticosmoderna58.mx,plasticosmoderna58.mx,+526384214605,contacto@plasticosmoderna58.mx,Calzada Industria Militar,2884 Int Piso 11,Centro,Puebla,Puebla,21260,Mexico,20.660394,-104.061895,Guillermo Treviño,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,gtreviño@plasticosmoderna58.mx,VERIFIED,+526354316544,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_db3f4a7f-8430-5aa1-181f-9194c9a687ec,TECNOLOGIA CENTRAL 86 S. DE R.L. DE C.V.,TECNOLOGIA CENTRAL 86,TEC04111355Q,MORAL,"Servicios de seguridad privada, custodia y monitoreo satelital",5616,31,50,https://www.tecnologiacentral.com,tecnologiacentral.com,+527163302825,contacto@tecnologiacentral.com,Av. Universidad,1793,San Rafael,San Juan del Río,Querétaro,22624,Mexico,15.762224,-100.582862,David Morales,Director de Tecnología,Chief Technology Officer (CTO),C_SUITE,ENGINEERING_IT,dmorales@tecnologiacentral.com,VERIFIED,+527164047208,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_18433d41-82b3-fa4e-8c71-dccf29398e2e,INDUSTRIAS INTERNACIONAL S.C.,INDUSTRIAS INTERNACIONAL,INI121118LHS,MORAL,Transporte de carga general y logística multimodal,4841,0,5,https://www.industriasinternac.com,industriasinternac.com,+524571888002,contacto@industriasinternac.com,Calzada 5 de Mayo,3334,Parque Industrial,Querétaro,Querétaro,22198,Mexico,22.798546,-98.946511,Daniel González,Socio Fundador,Founder,FOUNDER,EXECUTIVE,dgonzález@industriasinternac.com,VERIFIED,+524566194181,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_c2618ff7-a743-ee2c-f6a0-6e6186b5cc14,QUIMICA DEL PACIFICO S.C.,QUIMICA DEL PACIFICO,QUD971026DC8,MORAL,Fabricación de equipo de transporte y autopartes,3363,51,100,https://www.quimicadelpacifico.com.mx,quimicadelpacifico.com.mx,+527361329679,contacto@quimicadelpacifico.com.mx,Calzada Revolución,2916,Parque Industrial FINSA,El Marqués,Querétaro,22296,Mexico,21.654349,-104.03571,Adriana Alarcón,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,aalarcón@quimicadelpacifico.com.mx,VERIFIED,+527310106860,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_98a2ab8d-f05c-77f6-3eb1-a62a23882b39,PROVEEDORA DEL NORTE S.C.,PROVEEDORA DEL NORTE,PRD110821BA4,MORAL,Servicios de consultoría en administración y gestión empresarial,5416,101,250,https://www.proveedoradelnorte.com.mx,proveedoradelnorte.com.mx,+527681819229,contacto@proveedoradelnorte.com.mx,Calle Lázaro Cárdenas,673,Industrial Vallejo,Guasave,Sinaloa,25828,Mexico,22.408048,-102.948747,Carlos Dominguez,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,cdominguez@proveedoradelnorte.com.mx,VERIFIED,+527610276812,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_7c81a179-36e3-19ee-676e-272aac54bc38,DESARROLLOS DE LAS AMERICAS S. DE R.L. DE C.V.,DESARROLLOS DE LAS AMERICAS,DED000923HR0,MORAL,Comercio al por mayor de artículos de ferretería y herramientas,4662,6,10,https://www.desarrollosdelasam.com,desarrollosdelasam.com,+529178586367,contacto@desarrollosdelasam.com,Boulevard Lázaro Cárdenas,2403 Int Piso 10,Santa María la Ribera,Mazatlán,Sinaloa,25725,Mexico,16.352505,-104.613278,Sofia Garza,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,sgarza@desarrollosdelasam.com,VERIFIED,+529144090354,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_36dc592f-f31e-d5a0-9ca2-7d98a1858459,TRANSFORMADORA INTEGRAL 99 S.A. DE C.V.,TRANSFORMADORA INTEGRAL 99,TRI0603090R9,MORAL,Desarrollo de software y servicios de tecnología de información,5415,0,5,https://www.transformadorainte.com.mx,transformadorainte.com.mx,+524469471220,contacto@transformadorainte.com.mx,Paseo Insurgentes Sur,4483,Polanco,Matamoros,Tamaulipas,28365,Mexico,24.782345,-99.655164,Guillermo Treviño,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,gtreviño@transformadorainte.com.mx,VERIFIED,+524425035182,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_effc9e97-fc0b-cee2-ae2a-1b61f7b346f8,PLASTICOS MODERNA S.C.,PLASTICOS MODERNA,PLM1512098YO,MORAL,Desarrollo de software y servicios de tecnología de información,5415,251,,https://www.plasticosmoderna.com.mx,plasticosmoderna.com.mx,+529312116753,contacto@plasticosmoderna.com.mx,Calle Juárez,1904,Del Valle,Jesús María,Aguascalientes,01978,Mexico,18.037692,-103.996663,Mariana Ruiz,Director de Tecnología,Chief Technology Officer (CTO),C_SUITE,ENGINEERING_IT,mruiz@plasticosmoderna.com.mx,VERIFIED,+529391274241,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_91a5568b-08cf-1f25-8dc4-69743fe38b99,DISTRIBUIDORA DEL BAJIO S.C.,DISTRIBUIDORA DEL BAJIO,DID0112229XC,MORAL,Fabricación de equipo de transporte y autopartes,3363,31,50,https://www.distribuidoradelba.com.mx,distribuidoradelba.com.mx,+527583504040,contacto@distribuidoradelba.com.mx,Calzada Lázaro Cárdenas,524 Int Piso 7,Santa Fe,Cuautla,Morelos,17451,Mexico,20.564066,-104.208321,Luis López,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,llópez@distribuidoradelba.com.mx,VERIFIED,+527599993709,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_5724208e-978f-f12f-1530-3dccee5aa75f,AUTOMOTRIZ DE LAS AMERICAS S.A. DE C.V.,AUTOMOTRIZ DE LAS AMERICAS,AUD180216U9M,MORAL,Fabricación de estructuras metálicas y pailería industrial,3323,31,50,https://www.automotrizdelasame.mx,automotrizdelasame.mx,+528515080667,contacto@automotrizdelasame.mx,Carretera Morones Prieto,4085,Jardines del Bosque,Toluca,México,15706,Mexico,18.510282,-95.813041,Hector Valenzuela,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,hvalenzuela@automotrizdelasame.mx,VERIFIED,+528567817454,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_2199cb45-a74f-a2c7-59b5-8cc202961b92,CONSTRUCCIONES INDUSTRIAL S.A. DE C.V.,CONSTRUCCIONES INDUSTRIAL,COI1906022VS,MORAL,Fabricación de equipo de transporte y autopartes,3363,31,50,https://www.construccionesindu.com.mx,construccionesindu.com.mx,+525088114500,contacto@construccionesindu.com.mx,Calzada Morones Prieto,2905,Polanco,Boca del Río,Veracruz,30451,Mexico,25.396815,-97.203546,Miguel Vega,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,mvega@construccionesindu.com.mx,VERIFIED,+525056654671,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_1295e8c4-076a-8349-cb4f-8e81e293deca,PLASTICOS DEL NORTE 56 S.A.S.,PLASTICOS DEL NORTE 56,PLD180210NQF,MORAL,"Servicios de seguridad privada, custodia y monitoreo satelital",5616,31,50,https://www.plasticosdelnorte3.com,plasticosdelnorte3.com,+526559394319,contacto@plasticosdelnorte3.com,Boulevard Benito Juárez,4105 Int Piso 4,Zona Industrial,Cuernavaca,Morelos,17962,Mexico,20.4152,-99.525924,Guillermo Salinas,Director de Tecnología,Chief Technology Officer (CTO),C_SUITE,ENGINEERING_IT,gsalinas@plasticosdelnorte3.com,VERIFIED,+526597333545,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_11437485-a348-7423-f576-409c0274fade,ALIMENTOS Y BEBIDAS DE LAS AMERICAS S.A.S.,ALIMENTOS Y BEBIDAS DE LAS AMERICAS,ALD031215KAK,MORAL,Fabricación de productos farmacéuticos y medicamentos,3254,0,5,https://www.alimentosybebidasd.mx,alimentosybebidasd.mx,+526484225972,contacto@alimentosybebidasd.mx,Boulevard Reforma,3613,Jardines del Bosque,Celaya,Guanajuato,11848,Mexico,24.022761,-97.291352,Patricia Garza,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,pgarza@alimentosybebidasd.mx,VERIFIED,+526444680334,DENUE;DENUE,1,100,2026-09-06T14:49:28.009183+00:00
mx_8de94b4f-ffeb-1957-03d9-b751bd2ad7a3,ALIMENTOS Y BEBIDAS INTERNACIONAL S.A. DE C.V.,ALIMENTOS Y BEBIDAS INTERNACIONAL,ALI170121URA,MORAL,"Servicios de seguridad privada, custodia y monitoreo satelital",5616,101,250,https://www.alimentosybebidasi.com.mx,alimentosybebidasi.com.mx,+526349007671,contacto@alimentosybebidasi.com.mx,Boulevard Constitución,429,Industrial Vallejo,Salamanca,Guanajuato,11922,Mexico,18.966432,-102.071465,Patricia Castro,Socio Fundador,Founder,FOUNDER,EXECUTIVE,pcastro@alimentosybebidasi.com.mx,VERIFIED,+526314549469,DENUE,1,97,2026-09-06T14:49:23.988669+00:00
mx_42cbf610-ba74-86e7-6de1-c594168885d4,CONSTRUCCIONES INDUSTRIAL S.A.P.I. DE C.V.,CONSTRUCCIONES INDUSTRIAL,COI131107PW1,MORAL,Fabricación de productos de plástico y polímeros para empaque,3261,6,10,https://www.construccionesindu.mx,construccionesindu.mx,+527672414153,contacto@construccionesindu.mx,Circuito Insurgentes Sur,1312,Roma Norte,Celaya,Guanajuato,11330,Mexico,17.719832,-95.710568,Alejandro Salinas,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,asalinas@construccionesindu.mx,VERIFIED,+527646126896,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_c2adc058-581f-898e-92a4-bd4985271d3c,INDUSTRIAS NACIONAL S.A.P.I. DE C.V.,INDUSTRIAS NACIONAL,INN150117BWE,MORAL,Transporte de carga general y logística multimodal,4841,251,,https://www.industriasnacional.mx,industriasnacional.mx,+526844522368,contacto@industriasnacional.mx,Boulevard Constitución,4456,San Rafael,Irapuato,Guanajuato,11197,Mexico,19.793139,-101.446459,Miguel Mendoza,Socio Fundador,Founder,FOUNDER,EXECUTIVE,mmendoza@industriasnacional.mx,VERIFIED,+526820475135,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_3c0f0dbc-cdff-19a6-88ea-8d5a46d2048f,QUIMICA INTEGRAL S.A. DE C.V.,QUIMICA INTEGRAL,QUI0011200CW,MORAL,Comercio al por mayor de artículos de ferretería y herramientas,4662,11,30,https://www.quimicaintegral.com,quimicaintegral.com,+527178845622,contacto@quimicaintegral.com,Calzada Benito Juárez,3967,San Rafael,Jesús María,Aguascalientes,01273,Mexico,18.752678,-101.706291,Rodrigo Ruiz,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,rruiz@quimicaintegral.com,VERIFIED,+527120682288,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_573b2c86-a1af-826d-fa77-b02992d375ee,EQUIPOS Y SISTEMAS DEL BAJIO S. DE R.L. DE C.V.,EQUIPOS Y SISTEMAS DEL BAJIO,EQD060812A7F,MORAL,Fabricación de productos químicos básicos y resinas sintéticas,3251,101,250,https://www.equiposysistemasde.mx,equiposysistemasde.mx,+528141862123,contacto@equiposysistemasde.mx,Calzada Patriotismo,3790,Parque Industrial Benito Juárez,Valladolid,Yucatán,31635,Mexico,23.369751,-103.359172,Fernando González,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,fgonzález@equiposysistemasde.mx,VERIFIED,+528197634931,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_fa8ee6be-65a6-bc25-a372-445fd76c3609,MANUFACTURA LATINOAMERICANA S.C.,MANUFACTURA LATINOAMERICANA,MAL21010939K,MORAL,Fabricación de equipo de transporte y autopartes,3363,51,100,https://www.manufacturalatinoa.com.mx,manufacturalatinoa.com.mx,+529269580646,contacto@manufacturalatinoa.com.mx,Calle 5 de Mayo,1504 Int Piso 12,Parque Industrial,Los Mochis,Sinaloa,25311,Mexico,19.798522,-104.656189,Miguel Alarcón,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,malarcón@manufacturalatinoa.com.mx,VERIFIED,+529252437384,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_eb52ea56-e34c-a55b-af76-51b675a46e09,EQUIPOS Y SISTEMAS LATINOAMERICANA S.A. DE C.V.,EQUIPOS Y SISTEMAS LATINOAMERICANA,EQL020328UIV,MORAL,Transporte de carga general y logística multimodal,4841,6,10,https://www.equiposysistemasla.mx,equiposysistemasla.mx,+524794272406,contacto@equiposysistemasla.mx,Circuito González Gallo,3716 Int Piso 6,Parque Industrial,Culiacán,Sinaloa,25672,Mexico,24.960406,-105.105964,Daniel Benítez,Socio Fundador,Founder,FOUNDER,EXECUTIVE,dbenítez@equiposysistemasla.mx,VERIFIED,+524779237225,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_d73901bf-f1e9-1b25-8036-196288724650,EQUIPOS Y SISTEMAS INTEGRAL S.A.B. DE C.V.,EQUIPOS Y SISTEMAS INTEGRAL,EQI100627U4F,MORAL,Transporte de carga general y logística multimodal,4841,31,50,https://www.equiposysistemasin.com,equiposysistemasin.com,+529229483306,contacto@equiposysistemasin.com,Boulevard Industria Militar,1645,Del Valle,Mazatlán,Sinaloa,25688,Mexico,22.29111,-102.1042,Javier Alarcón,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,jalarcón@equiposysistemasin.com,VERIFIED,+529223357760,DENUE,1,97,2026-09-06T14:49:23.999183+00:00
mx_f91ccb46-22d1-11b6-79b4-7926d2e43102,PROVEEDORA NACIONAL S. DE R.L. DE C.V.,PROVEEDORA NACIONAL,PRN080904GIO,MORAL,Fabricación de productos farmacéuticos y medicamentos,3254,0,5,https://www.proveedoranacional.com,proveedoranacional.com,+528597984714,contacto@proveedoranacional.com,Calle Félix U. Gómez,2667 Int Piso 13,Parque Industrial Benito Juárez,Matamoros,Tamaulipas,28866,Mexico,23.039946,-102.934438,Sofia Garza,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,sgarza@proveedoranacional.com,VERIFIED,+528596390605,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_c8e085b3-98c5-35a4-e15d-ed53102fba8f,PROVEEDORA MODERNA S.A. DE C.V.,PROVEEDORA MODERNA,PRM110524HYZ,MORAL,Fabricación de productos de plástico y polímeros para empaque,3261,251,,https://www.proveedoramoderna.com.mx,proveedoramoderna.com.mx,+526465583513,contacto@proveedoramoderna.com.mx,Paseo Juárez,3879,Polanco,Soledad de Graciano Sánchez,San Luis Potosí,24958,Mexico,20.905987,-95.667879,Fernando Navarro,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,fnavarro@proveedoramoderna.com.mx,VERIFIED,+526461627044,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_094fd84c-f618-2052-0b50-dafa663d5ce8,QUIMICA EMPRESARIAL S.A.S.,QUIMICA EMPRESARIAL,QUE98091944V,MORAL,Instalaciones eléctricas y electromecánicas en construcciones,2382,51,100,https://www.quimicaempresarial.com.mx,quimicaempresarial.com.mx,+529832592144,contacto@quimicaempresarial.com.mx,Paseo Revolución,4210,Parque Industrial CIVAC,Chihuahua,Chihuahua,08538,Mexico,22.336024,-103.03036,Gabriel Ruiz,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,gruiz@quimicaempresarial.com.mx,VERIFIED,+529878779363,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_8bc971b3-af39-8a00-a626-877065e6085a,INDUSTRIAS DEL PACIFICO S.A. DE C.V.,INDUSTRIAS DEL PACIFICO,IND071117X9N,MORAL,Fabricación de productos de plástico y polímeros para empaque,3261,11,30,https://www.industriasdelpacif.com,industriasdelpacif.com,+527963720410,contacto@industriasdelpacif.com,Calle Manuel Ávila Camacho,2807,Centro,Salamanca,Guanajuato,11117,Mexico,18.870364,-98.706959,Andrea Martínez,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,amartínez@industriasdelpacif.com,VERIFIED,+527973484623,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
mx_e5747105-1402-dd39-35c9-fa39fae055be,MANUFACTURA INTEGRAL S.A.P.I. DE C.V.,MANUFACTURA INTEGRAL,MAI051210Y2I,MORAL,Fabricación de estructuras metálicas y pailería industrial,3323,251,,https://www.manufacturaintegra.com.mx,manufacturaintegra.com.mx,+529994890443,contacto@manufacturaintegra.com.mx,Circuito Paseo Cuauhnáhuac,2378 Int Piso 4,Parque Industrial CIVAC,Naucalpan,México,15818,Mexico,19.272208,-98.807877,Daniel Valenzuela,Director de Tecnología,Chief Technology Officer (CTO),C_SUITE,ENGINEERING_IT,dvalenzuela@manufacturaintegra.com.mx,VERIFIED,+529949422258,DENUE,1,97,2026-09-06T14:49:23.969252+00:00
