person_id,full_name,first_name,last_name,title,standardized_title,seniority_level,department,company_name,company_domain,company_id,work_email,email_status,email_confidence_score,mail_provider,direct_phone,phone_extension,sources,created_at
per_bacd33dc-e2b1-8763-b4a5-0f652a886c1c,Alejandro Navarro,Alejandro,Navarro,Director de Tecnología,Chief Technology Officer (CTO),C_SUITE,ENGINEERING_IT,METALURGICA AVANZADA S.C.,metalurgicaavanzad.com,mx_24a93566-bfa2-2908-f88b-9412e2bc1b94,anavarro@metalurgicaavanzad.com,VERIFIED,85,CUSTOM_SMTP,+525460279375,,DENUE,2026-09-06T14:49:28.025791+00:00
per_f6d2a2c2-3d32-1d13-cc96-91a5591da6e7,Roberto Garza,Roberto,Garza,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,INNOVACION ESTRATEGICA S.A.B. DE C.V.,innovacionestrateg.com,mx_59aa377b-53ba-8a41-6d64-02bbbbc17859,rgarza@innovacionestrateg.com,VERIFIED,85,CUSTOM_SMTP,+526912663105,,DENUE,2026-09-06T14:49:28.025791+00:00
per_dcf350c7-f5ba-8a05-4e9f-2a01620fc98b,Adriana Benítez,Adriana,Benítez,Director de Tecnología,Chief Technology Officer (CTO),C_SUITE,ENGINEERING_IT,ENERGIA GLOBAL 57 S. DE R.L. DE C.V.,energiaglobal22.mx,mx_1c32a3f5-6fe0-ccb0-8885-38881a241e78,abenítez@energiaglobal22.mx,VERIFIED,85,CUSTOM_SMTP,+524125221172,,DENUE,2026-09-06T14:49:28.025791+00:00
per_53848ada-3dd2-1e71-69e5-16d9fca89325,Miguel Mendoza,Miguel,Mendoza,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,DESARROLLOS MEXICANA S.C.,desarrollosmexican.com,mx_d81654b1-bff4-8542-db58-ef021f30a742,mmendoza@desarrollosmexican.com,VERIFIED,85,CUSTOM_SMTP,+528138776944,,DENUE,2026-09-06T14:49:28.025791+00:00
per_348b7527-798c-9287-863c-fc6280d9cfde,Miguel Garza,Miguel,Garza,Socio Fundador,Founder,FOUNDER,EXECUTIVE,QUIMICA CENTRAL S.C.,quimicacentral84.com,mx_0488cd79-5c68-d41f-a73d-645e8bdbd9e5,mgarza@quimicacentral84.com,VERIFIED,85,CUSTOM_SMTP,+529533010920,,DENUE,2026-09-06T14:49:28.025791+00:00
per_2217056b-69b0-398a-805d-d008076aedd1,Hector Garza,Hector,Garza,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,MANUFACTURA DEL NORTE S. DE R.L. DE C.V.,manufacturadelnort.mx,mx_d3ee2ae9-6cf6-4169-7b41-7c6d77c98196,hgarza@manufacturadelnort.mx,VERIFIED,85,CUSTOM_SMTP,+527060338003,,DENUE,2026-09-06T14:49:28.025791+00:00
per_84bf04cc-8e46-2c35-5e30-e55d50789d65,Daniel Martínez,Daniel,Martínez,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,DISTRIBUIDORA DINAMICA S.C.,distribuidoradinam.com,mx_a38f83aa-cc40-b645-263c-5d37630f7451,dmartínez@distribuidoradinam.com,VERIFIED,85,CUSTOM_SMTP,+524974035639,,DENUE,2026-09-06T14:49:28.025791+00:00
per_4ecd29a3-0a21-2c9a-e35e-635620df88fa,Alejandro Treviño,Alejandro,Treviño,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,SERVICIOS INTEGRALES EMPRESARIAL S.C.,serviciosintegrale.com,mx_1de58c64-eba0-0db9-9d33-7b05795784a0,atreviño@serviciosintegrale.com,VERIFIED,85,CUSTOM_SMTP,+525092431721,,DENUE,2026-09-06T14:49:28.025791+00:00
per_bff25ec7-252a-c346-4661-41a7e6760c2a,Miguel López,Miguel,López,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,SERVICIOS INTEGRALES EMPRESARIAL S.C.,serviciosintegrale.com,mx_1de58c64-eba0-0db9-9d33-7b05795784a0,mlópez@serviciosintegrale.com,VERIFIED,85,CUSTOM_SMTP,+527298285295,,DENUE,2026-09-06T14:49:28.025791+00:00
per_d6385cc3-769b-2779-9df9-6fdfaffd1b23,Fernando Dominguez,Fernando,Dominguez,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,SERVICIOS INTEGRALES NACIONAL S. DE R.L. DE C.V.,serviciosintegrale.mx,mx_db192054-04b7-1da2-bce7-fa414a296c04,fdominguez@serviciosintegrale.mx,VERIFIED,85,CUSTOM_SMTP,+526348711103,,DENUE,2026-09-06T14:49:28.025791+00:00
per_3a28a848-3395-9190-17c0-1276ae53e18d,Gabriel Vega,Gabriel,Vega,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,SERVICIOS INTEGRALES NACIONAL S. DE R.L. DE C.V.,serviciosintegrale.mx,mx_db192054-04b7-1da2-bce7-fa414a296c04,gvega@serviciosintegrale.mx,VERIFIED,85,CUSTOM_SMTP,+525014903340,,DENUE,2026-09-06T14:49:28.025791+00:00
per_69d36820-6041-2679-ef7c-41bf78e35786,Hector Mendoza,Hector,Mendoza,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,METALURGICA CENTRAL 56 S.A.S.,metalurgicacentral.com.mx,mx_60b7c5d4-25f8-8a20-f1b6-4524b4ec31ea,hmendoza@metalurgicacentral.com.mx,VERIFIED,85,CUSTOM_SMTP,+528169125014,,DENUE,2026-09-06T14:49:28.025791+00:00
per_06541bfa-c635-5bf9-d8e1-58fdfdbc1b54,Sofia Garza,Sofia,Garza,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,COMERCIALIZADORA MEXICANA 51 S.A.S.,comercializadorame.com,mx_0fcf2543-0433-fc8a-55ee-40d426fc6472,sgarza@comercializadorame.com,VERIFIED,85,CUSTOM_SMTP,+524488840618,,DENUE,2026-09-06T14:49:28.025791+00:00
per_9505e549-5dbe-388d-7310-8ebc606cb960,David Vega,David,Vega,Director de Tecnología,Chief Technology Officer (CTO),C_SUITE,ENGINEERING_IT,SOLUCIONES LATINOAMERICANA S.A. DE C.V.,solucioneslatinoam.com,mx_11436629-dd67-3aaa-6a4b-371f662d2abc,dvega@solucioneslatinoam.com,VERIFIED,85,CUSTOM_SMTP,+525167820293,,DENUE,2026-09-06T14:49:28.025791+00:00
per_da7df801-bd72-e641-6b1d-8bb808f2d6b6,David Vega,David,Vega,Socio Fundador,Founder,FOUNDER,EXECUTIVE,INDUSTRIAS DE LAS AMERICAS S.A.S.,industriasdelasame.com.mx,mx_757f74f0-ef40-fcf5-a9bf-413855a4e1da,dvega@industriasdelasame.com.mx,VERIFIED,85,CUSTOM_SMTP,+525537885236,,DENUE,2026-09-06T14:49:28.025791+00:00
per_c3c1adc6-4337-6c62-8942-b8a475a292e2,Claudia Morales,Claudia,Morales,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,INDUSTRIAS DE OCCIDENTE S.A.S.,industriasdeoccide.com.mx,mx_d45e20d2-a675-921b-2aed-edca04dcef09,cmorales@industriasdeoccide.com.mx,VERIFIED,85,CUSTOM_SMTP,+525554715026,,DENUE,2026-09-06T14:49:28.025791+00:00
per_912f5e4e-7d60-d9fe-8e47-0142c06b1330,Carlos Villaseñor,Carlos,Villaseñor,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,DESARROLLOS AVANZADA S.A.B. DE C.V.,desarrollosavanzad.com,mx_f8909ee6-7ea3-6c3a-50bc-916843590730,cvillaseñor@desarrollosavanzad.com,VERIFIED,85,CUSTOM_SMTP,+524017623101,,DENUE,2026-09-06T14:49:28.025791+00:00
per_097ce985-0620-d6a0-0550-3f016626a1bc,Alejandro Benítez,Alejandro,Benítez,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,FARMACEUTICA INDUSTRIAL S. DE R.L. DE C.V.,farmaceuticaindust.com.mx,mx_d8b18e62-833a-e699-82be-bb118465e5a9,abenítez@farmaceuticaindust.com.mx,VERIFIED,85,CUSTOM_SMTP,+525565406552,,DENUE,2026-09-06T14:49:28.025791+00:00
per_189c3ea8-0105-dac3-ef82-e320fa799b2f,Eduardo Valenzuela,Eduardo,Valenzuela,Socio Fundador,Founder,FOUNDER,EXECUTIVE,COMERCIALIZADORA CENTRAL S.C.,comercializadorace.com.mx,mx_83c68c4d-9f26-78fa-d290-4b7a467eaafb,evalenzuela@comercializadorace.com.mx,VERIFIED,85,CUSTOM_SMTP,+528115448359,,DENUE,2026-09-06T14:49:28.025791+00:00
per_0dcfdbc5-6fc0-466a-0cd6-905f52f828fd,Patricia Garza,Patricia,Garza,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,DESARROLLOS DEL CENTRO S.A.B. DE C.V.,desarrollosdelcent.com.mx,mx_87537005-e7c2-3d3d-7d1f-704da786a5a9,pgarza@desarrollosdelcent.com.mx,VERIFIED,85,CUSTOM_SMTP,+527187034569,,DENUE,2026-09-06T14:49:28.025791+00:00
per_6c179339-c8d5-ab5c-51c1-22ef94528827,Daniel García,Daniel,García,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,CONSTRUCCIONES INTEGRAL 59 S.A.P.I. DE C.V.,construccionesinte.com,mx_11005061-fb54-ded5-33ac-9d3414ae0434,dgarcía@construccionesinte.com,VERIFIED,85,CUSTOM_SMTP,+529833917368,,DENUE,2026-09-06T14:49:28.025791+00:00
per_84a9a838-9a7a-e635-5a46-c8b371997eaf,Roberto Valenzuela,Roberto,Valenzuela,Socio Fundador,Founder,FOUNDER,EXECUTIVE,MANUFACTURA MODERNA S.A.B. DE C.V.,manufacturamoderna.com,mx_9dd013dc-dc0f-53ac-a138-4011197b3491,rvalenzuela@manufacturamoderna.com,VERIFIED,85,CUSTOM_SMTP,+528691463590,,DENUE,2026-09-06T14:49:28.025791+00:00
per_538e3925-fc97-9cdc-9f29-5c1aae20c173,Eduardo Vega,Eduardo,Vega,Socio Fundador,Founder,FOUNDER,EXECUTIVE,COMERCIALIZADORA DEL PACIFICO S.A. DE C.V.,comercializadorade.com.mx,mx_9727c58e-bb27-c91b-4b7e-c2515434cdfc,evega@comercializadorade.com.mx,VERIFIED,85,CUSTOM_SMTP,+528421900961,,DENUE,2026-09-06T14:49:28.025791+00:00
per_427df164-037d-81f5-6258-de2e35f3dae4,Claudia Vega,Claudia,Vega,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,INNOVACION DEL CENTRO S.A.S.,innovaciondelcentr.com.mx,mx_d5991851-b824-2137-99d7-c9c08dbfd7ab,cvega@innovaciondelcentr.com.mx,VERIFIED,85,CUSTOM_SMTP,+527821568799,,DENUE,2026-09-06T14:49:28.025791+00:00
per_acbb3a92-fbc3-2f58-03a8-8a8cef6771e9,Roberto Hernández,Roberto,Hernández,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,SOLUCIONES AVANZADA S.A.S.,solucionesavanzada.com.mx,mx_31beefb8-fe43-7cc6-d5b5-55fe10ad1d50,rhernández@solucionesavanzada.com.mx,VERIFIED,85,CUSTOM_SMTP,+528749172345,,DENUE,2026-09-06T14:49:28.025791+00:00
per_739f6736-b66a-f3d4-2ad6-7cec75a5d753,Rodrigo Treviño,Rodrigo,Treviño,Socio Fundador,Founder,FOUNDER,EXECUTIVE,EQUIPOS Y SISTEMAS AVANZADA 22 S.A.P.I. DE C.V.,equiposysistemasav.com.mx,mx_089ba9ad-fddf-5dc1-b099-23ce42b6ee26,rtreviño@equiposysistemasav.com.mx,VERIFIED,85,CUSTOM_SMTP,+527362511480,,DENUE,2026-09-06T14:49:28.025791+00:00
per_b311d142-2cd9-b1cd-1f69-42c0f1666a20,Fernando Alarcón,Fernando,Alarcón,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,EQUIPOS Y SISTEMAS DINAMICA 81 S.A. DE C.V.,equiposysistemasdi.com.mx,mx_30a97c26-a951-5b46-73bc-dce0a549591e,falarcón@equiposysistemasdi.com.mx,VERIFIED,85,CUSTOM_SMTP,+529877285376,,DENUE,2026-09-06T14:49:28.025791+00:00
per_4a036721-e608-de0f-522a-3952f56a321c,Patricia Treviño,Patricia,Treviño,Director de Tecnología,Chief Technology Officer (CTO),C_SUITE,ENGINEERING_IT,EQUIPOS Y SISTEMAS INDUSTRIAL S.A. DE C.V.,equiposysistemasin.mx,mx_f025da40-607c-62d6-6c76-02857424aa67,ptreviño@equiposysistemasin.mx,VERIFIED,85,CUSTOM_SMTP,+524826703474,,DENUE,2026-09-06T14:49:28.025791+00:00
per_16c0f713-49d7-3cbf-36fa-9a529849c45c,Daniel Hernández,Daniel,Hernández,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,METALURGICA DEL CENTRO 96 S.A.S.,metalurgicadelcent.mx,mx_68424f0c-5241-a91e-abea-4232030dfa71,dhernández@metalurgicadelcent.mx,VERIFIED,85,CUSTOM_SMTP,+528959142037,,DENUE,2026-09-06T14:49:28.025791+00:00
per_6f2f29e2-93cf-288b-4848-812586a391f9,Jorge Alarcón,Jorge,Alarcón,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,PROVEEDORA NACIONAL S.A. DE C.V.,proveedoranacional.mx,mx_be1d32c7-8000-5408-adcd-4f8d8c4099e1,jalarcón@proveedoranacional.mx,VERIFIED,85,CUSTOM_SMTP,+527046613012,,DENUE,2026-09-06T14:49:28.025791+00:00
per_ab3e9c80-d02c-1f49-f794-99a7e7ac4c1a,Javier Vega,Javier,Vega,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,TECNOLOGIA DE OCCIDENTE S.A.B. DE C.V.,tecnologiadeoccide.com,mx_acc5cfe2-4956-eb57-0eec-a657fd755e5f,jvega@tecnologiadeoccide.com,VERIFIED,85,CUSTOM_SMTP,+529459645513,,DENUE,2026-09-06T14:49:28.025791+00:00
per_cf41b5bb-647d-1fad-40ce-e16685e42c0d,Fernando González,Fernando,González,Director de Tecnología,Chief Technology Officer (CTO),C_SUITE,ENGINEERING_IT,INNOVACION EMPRESARIAL S.A.B. DE C.V.,innovacionempresar.mx,mx_190c3d4e-9211-bd99-8ca8-9064549b9a84,fgonzález@innovacionempresar.mx,VERIFIED,85,CUSTOM_SMTP,+524025969449,,DENUE,2026-09-06T14:49:28.025791+00:00
per_729b8163-2ed5-180f-106f-e12db1097365,Andrea Garza,Andrea,Garza,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,LOGISTICA AVANZADA S.A.P.I. DE C.V.,logisticaavanzada.com.mx,mx_740bae70-d586-5674-bd93-531cc9ef4b07,agarza@logisticaavanzada.com.mx,VERIFIED,85,CUSTOM_SMTP,+525652799205,,DENUE,2026-09-06T14:49:28.025791+00:00
per_372eff45-a025-99a1-6b38-88ed5630898c,Miguel Morales,Miguel,Morales,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,METALURGICA INTERNACIONAL S. DE R.L. DE C.V.,metalurgicainterna.mx,mx_6c614b6a-5664-fbc3-4647-f213d5b8eb9e,mmorales@metalurgicainterna.mx,VERIFIED,85,CUSTOM_SMTP,+526128183116,,DENUE,2026-09-06T14:49:28.025791+00:00
per_d41b8d6d-b37d-088a-bf40-93975248730b,Guillermo Martínez,Guillermo,Martínez,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,EMPAQUES ESPECIALIZADA S.A.B. DE C.V.,empaquesespecializ.mx,mx_5dd41fc5-87d9-cd5a-bb7c-ce76e7a0d9b3,gmartínez@empaquesespecializ.mx,VERIFIED,85,CUSTOM_SMTP,+525180122891,,DENUE,2026-09-06T14:49:28.025791+00:00
per_159731c0-d4e9-5032-73e7-b3d057d67ba6,Rodrigo Martínez,Rodrigo,Martínez,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,TECNOLOGIA DE LAS AMERICAS 73 S.C.,tecnologiadelasame.com,mx_fe54dac9-f0ad-3e01-02c0-cad240b43b2e,rmartínez@tecnologiadelasame.com,VERIFIED,85,CUSTOM_SMTP,+527082665392,,DENUE,2026-09-06T14:49:28.025791+00:00
per_9d6fef30-d937-660a-1ce6-c5bea404491d,Patricia Treviño,Patricia,Treviño,Socio Fundador,Founder,FOUNDER,EXECUTIVE,ENERGIA DEL PACIFICO S.C.,energiadelpacifico.com.mx,mx_7628aaa4-61d0-c197-3662-9aadc0411ca4,ptreviño@energiadelpacifico.com.mx,VERIFIED,85,CUSTOM_SMTP,+527967002028,,DENUE,2026-09-06T14:49:28.025791+00:00
per_99d8803f-b796-e52d-c9a4-2f3c7c31bb92,Jorge Treviño,Jorge,Treviño,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,FARMACEUTICA DINAMICA S. DE R.L. DE C.V.,farmaceuticadinami.com,mx_21dce3a7-d15a-c738-f66e-41ee5e5992ba,jtreviño@farmaceuticadinami.com,VERIFIED,85,CUSTOM_SMTP,+526842054405,,DENUE,2026-09-06T14:49:28.025791+00:00
per_eacea9a3-d4df-4c9e-0bb3-8e3792c737d9,Alejandro Vega,Alejandro,Vega,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,EQUIPOS Y SISTEMAS NACIONAL S.A. DE C.V.,equiposysistemasna.com.mx,mx_c9ed082e-6efe-717c-bfd4-f50028f8599f,avega@equiposysistemasna.com.mx,VERIFIED,85,CUSTOM_SMTP,+526999469015,,DENUE,2026-09-06T14:49:28.025791+00:00
per_243d65ce-ef56-cf53-eb5e-7ba73a22ce85,Gabriel Salinas,Gabriel,Salinas,Director de Tecnología,Chief Technology Officer (CTO),C_SUITE,ENGINEERING_IT,COMERCIALIZADORA MEXICANA S.A. DE C.V.,comercializadorame.com,mx_aeed2899-c226-39e9-cc81-76c5527a3773,gsalinas@comercializadorame.com,VERIFIED,85,CUSTOM_SMTP,+525448372295,,DENUE,2026-09-06T14:49:28.025791+00:00
per_e46fb001-b136-99ec-00b3-7990fc4f8672,Patricia Valenzuela,Patricia,Valenzuela,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,QUIMICA DEL PACIFICO 53 S.A.P.I. DE C.V.,quimicadelpacifico.mx,mx_74798e9f-3758-ff7c-e9a7-e1e31ef567dd,pvalenzuela@quimicadelpacifico.mx,VERIFIED,85,CUSTOM_SMTP,+526116107863,,DENUE,2026-09-06T14:49:28.025791+00:00
per_1489248e-31e8-2c58-8ad2-2bc661808a59,Jorge Valenzuela,Jorge,Valenzuela,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,SERVICIOS INTEGRALES NACIONAL 11 S.A. DE C.V.,serviciosintegrale.com.mx,mx_8e35e342-a328-06a9-7f81-35e6ff20d7e9,jvalenzuela@serviciosintegrale.com.mx,VERIFIED,85,CUSTOM_SMTP,+525523662025,,DENUE,2026-09-06T14:49:28.025791+00:00
per_699a76b9-2e00-f1b1-74e7-37f3a92f677b,Hector Valenzuela,Hector,Valenzuela,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,SERVICIOS INTEGRALES NACIONAL 11 S.A. DE C.V.,serviciosintegrale.com.mx,mx_8e35e342-a328-06a9-7f81-35e6ff20d7e9,hvalenzuela@serviciosintegrale.com.mx,VERIFIED,85,CUSTOM_SMTP,+525528731717,,DENUE,2026-09-06T14:49:28.025791+00:00
per_f6ed42a7-bb9d-0c84-b469-00fb844b64e5,Gabriel Navarro,Gabriel,Navarro,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,EMPAQUES LATINOAMERICANA S.A. DE C.V.,empaqueslatinoamer.com.mx,mx_3720de1e-d335-3d67-472f-624b9748411e,gnavarro@empaqueslatinoamer.com.mx,VERIFIED,85,CUSTOM_SMTP,+525766953746,,DENUE,2026-09-06T14:49:28.025791+00:00
per_3032df33-d0d0-d7b4-62bf-770a943e95fa,Adriana Mendoza,Adriana,Mendoza,Socio Fundador,Founder,FOUNDER,EXECUTIVE,PLASTICOS LATINOAMERICANA S.A.P.I. DE C.V.,plasticoslatinoame.mx,mx_95cfbf98-9fcd-efbf-bf34-f70275e2e0ed,amendoza@plasticoslatinoame.mx,VERIFIED,85,CUSTOM_SMTP,+524799112278,,DENUE,2026-09-06T14:49:28.025791+00:00
per_0edaf594-c947-f3df-0315-b276563b3280,Sofia Hernández,Sofia,Hernández,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,EQUIPOS Y SISTEMAS INDUSTRIAL S.A.B. DE C.V.,equiposysistemasin.com.mx,mx_7d801d86-4f1d-4662-3db8-9a3c7229f1f5,shernández@equiposysistemasin.com.mx,VERIFIED,85,CUSTOM_SMTP,+523310716828,,DENUE,2026-09-06T14:49:28.025791+00:00
per_c4f1aa68-a502-63c8-c929-2730b68c45e3,Roberto Hernández,Roberto,Hernández,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,EQUIPOS Y SISTEMAS MEXICANA S.A.B. DE C.V.,equiposysistemasme.mx,mx_a2c36bec-cd30-83f3-9aff-7245eff7accc,rhernández@equiposysistemasme.mx,VERIFIED,85,CUSTOM_SMTP,+523361129244,,DENUE,2026-09-06T14:49:28.025791+00:00
per_9ae123d4-4344-6e63-251e-df96a7991f7e,Javier Castro,Javier,Castro,Socio Fundador,Founder,FOUNDER,EXECUTIVE,TRANSFORMADORA NACIONAL S. DE R.L. DE C.V.,transformadoranaci.com,mx_0012fa43-ce2c-82c8-b83d-a761bc2b2234,jcastro@transformadoranaci.com,VERIFIED,85,CUSTOM_SMTP,+528551891361,,DENUE,2026-09-06T14:49:28.025791+00:00
per_3f391858-a2cb-9d00-34ee-bf805429d95e,Andrea Villaseñor,Andrea,Villaseñor,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,CORPORATIVO DE LAS AMERICAS S.A. DE C.V.,corporativodelasam.mx,mx_12011d90-2566-f0fa-4a09-d51d3a8993e7,avillaseñor@corporativodelasam.mx,VERIFIED,85,CUSTOM_SMTP,+525495687580,,DENUE,2026-09-06T14:49:28.028704+00:00
per_3b2f51ad-f3cc-a80d-8820-e95fb1d5788e,Fernando Benítez,Fernando,Benítez,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,PLASTICOS GLOBAL S.A.P.I. DE C.V.,plasticosglobal.mx,mx_5ab58a78-4f35-17ca-5bc0-74938f4dd923,fbenítez@plasticosglobal.mx,VERIFIED,85,CUSTOM_SMTP,+525260428858,,DENUE,2026-09-06T14:49:28.028704+00:00
per_34a6f093-24d0-8d4e-ab19-9187a94c1a42,Mariana Treviño,Mariana,Treviño,Director Comercial,Chief Revenue Officer (CRO),C_SUITE,SALES_MARKETING,PLASTICOS GLOBAL S.A.S.,plasticosglobal44.com.mx,mx_83d477aa-3a6a-28ba-5e34-0b49de681f7e,mtreviño@plasticosglobal44.com.mx,VERIFIED,85,CUSTOM_SMTP,+525478830013,,DENUE,2026-09-06T14:49:28.028704+00:00
per_588fb91d-a620-cc61-3233-2853243af6e4,David Castro,David,Castro,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,COMERCIALIZADORA MODERNA S.A.P.I. DE C.V.,comercializadoramo.com,mx_8e65fdab-4d7d-a3d7-b64c-262f7b120dd0,dcastro@comercializadoramo.com,VERIFIED,85,CUSTOM_SMTP,+524234919277,,DENUE,2026-09-06T14:49:28.028704+00:00
per_699c48f9-6d3f-0859-b013-514953899367,Patricia Mendoza,Patricia,Mendoza,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,ENERGIA ESPECIALIZADA 6 S.A.S.,energiaespecializa.com.mx,mx_50075a87-a975-51a5-186f-30a9b0e61e44,pmendoza@energiaespecializa.com.mx,VERIFIED,85,CUSTOM_SMTP,+528132944685,,DENUE,2026-09-06T14:49:28.028704+00:00
per_3e091768-d12f-0b49-91ed-5194359028da,Luis García,Luis,García,Socio Fundador,Founder,FOUNDER,EXECUTIVE,CORPORATIVO MEXICANA 28 S.A.B. DE C.V.,corporativomexican.com,mx_82b542e6-350c-2391-65c0-6b7ddaa3b2f0,lgarcía@corporativomexican.com,VERIFIED,85,CUSTOM_SMTP,+526662357073,,DENUE,2026-09-06T14:49:28.028704+00:00
per_ac1a544d-7a62-b4c6-e046-a41416180674,Patricia Alarcón,Patricia,Alarcón,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,INNOVACION DEL CENTRO S.A.S.,innovaciondelcentr.com,mx_e32ced00-aa62-7fec-fe16-f1506b12730c,palarcón@innovaciondelcentr.com,VERIFIED,85,CUSTOM_SMTP,+524413639547,,DENUE,2026-09-06T14:49:28.028704+00:00
per_f1dd762a-4317-1fd8-08c1-87ebc3899083,Andrea Martínez,Andrea,Martínez,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,COMERCIALIZADORA MEXICANA S.A.B. DE C.V.,comercializadorame.com.mx,mx_24532ae2-0210-1be2-52f7-780ef1cf1905,amartínez@comercializadorame.com.mx,VERIFIED,85,CUSTOM_SMTP,+529040046312,,DENUE,2026-09-06T14:49:28.028704+00:00
per_b73a752b-2981-2f35-72f3-65f459e371de,Andrea Alarcón,Andrea,Alarcón,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,ENERGIA MEXICANA S.C.,energiamexicana20.com.mx,mx_295118ea-db20-fa6e-2dc3-b316ef9f1957,aalarcón@energiamexicana20.com.mx,VERIFIED,85,CUSTOM_SMTP,+524946599468,,DENUE,2026-09-06T14:49:28.028704+00:00
per_d247d4fc-ad5e-d0b8-ff66-250994436331,Eduardo Benítez,Eduardo,Benítez,Director de Finanzas,Chief Financial Officer (CFO),C_SUITE,FINANCE,PROVEEDORA DEL NORTE S.A.S.,proveedoradelnorte.mx,mx_84ee81b8-7b37-4358-aa53-e49bc8e3b62f,ebenítez@proveedoradelnorte.mx,VERIFIED,85,CUSTOM_SMTP,+524423295138,,DENUE,2026-09-06T14:49:28.028704+00:00
per_17ee44ea-7707-9126-8278-460f845282e4,Miguel González,Miguel,González,Director de Operaciones,Chief Operating Officer (COO),C_SUITE,OPERATIONS,SOLUCIONES DEL NORTE S.A. DE C.V.,solucionesdelnorte.com,mx_b845e8ed-75c3-fe7c-7ad5-1689b2058e81,mgonzález@solucionesdelnorte.com,VERIFIED,85,CUSTOM_SMTP,+525826049529,,DENUE,2026-09-06T14:49:28.028704+00:00
per_d1187c87-7435-54d7-51ac-b6bc7c952ca3,Luis Garza,Luis,Garza,Director General,Chief Executive Officer (CEO),C_SUITE,EXECUTIVE,ALIMENTOS Y BEBIDAS MODERNA S.C.,alimentosybebidasm.com.mx,mx_9991c6ee-c077-7420-fe6e-a893fa7dece9,lgarza@alimentosybebidasm.com.mx,VERIFIED,85,CUSTOM_SMTP,+528664068237,,DENUE,2026-09-06T14:49:28.028704+00:00
per_07af9358-ca9a-e927-9f52-5e64faf36930,Patricia Treviño,Patricia,Treviño,Directora de Recursos Humanos,Chief Human Resources Officer (CHRO),C_SUITE,HR_PEOPLE,ALIMENTOS Y BEBIDAS DEL CENTRO S.A.B. DE C.V.,alimentosybebidasd.mx,mx_3ba3fbff-cb18-688b-4e81-821114d3517b,ptreviño@alimentosybebidasd.mx,VERIFIED,85,CUSTOM_SMTP,+526683748674,,DENUE,2026-09-06T14:49:28.028704+00:00
