id,clee,nom_estab,raz_soc,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,numero_ext,numero_int,nomb_asent,cod_postal,cve_ent,entidad,cve_mun,municipio,telefono,correoelec,sitio_web,latitud,longitud,fecha_alta,rfc,representante_legal,cargo_representante,correo_directo,telefono_directo
131,1133230000131,EMPAQUES DEL PACIFICO 15,EMPAQUES DEL PACIFICO 15 S.A.S.,3323,Fabricación de estructuras metálicas y pailería industrial,6 a 10 personas,Paseo,González Gallo,3506,,Roma Norte,11909,11,Guanajuato,004,León,4155058059,contacto@empaquesdelpacific.com.mx,https://www.empaquesdelpacific.com.mx,20.333529,-96.764943,2024-01-15,EMD071001M12,David Salinas,Director General,dsalinas@empaquesdelpacific.com.mx,+524124869260
132,3133230000132,COMERCIALIZADORA GLOBAL,COMERCIALIZADORA GLOBAL S.C.,3323,Fabricación de estructuras metálicas y pailería industrial,6 a 10 personas,Av.,Universidad,3399,,Zona Industrial,31434,31,Yucatán,014,Progreso,6622817179,contacto@comercializadoragl.com,https://www.comercializadoragl.com,23.850769,-102.212382,2024-01-15,COG0304170HT,Fernando Vega,Director de Tecnología,fvega@comercializadoragl.com,+526648262719
133,1933630000133,CORPORATIVO MODERNA,CORPORATIVO MODERNA S.A. DE C.V.,3363,Fabricación de equipo de transporte y autopartes,0 a 5 personas,Calzada,Insurgentes Sur,392,,Del Valle,19764,19,Nuevo León,017,Monterrey,8114795612,contacto@corporativomoderna.com,https://www.corporativomoderna.com,17.654592,-97.113347,2024-01-15,COM951121VWG,David Morales,Director de Tecnología,dmorales@corporativomoderna.com,+528193454479
134,0546620000134,PLASTICOS INTERNACIONAL,PLASTICOS INTERNACIONAL S.A.S.,4662,Comercio al por mayor de artículos de ferretería y herramientas,101 a 250 personas,Av.,Manuel Ávila Camacho,880,,Centro,05421,05,Coahuila,003,Saltillo,4429128424,contacto@plasticosinternaci.com,https://www.plasticosinternaci.com,20.384431,-98.110365,2024-01-15,PLI0403250EZ,Gabriel Navarro,Director General,gnavarro@plasticosinternaci.com,+524496829166
135,2133230000135,METALURGICA GLOBAL,METALURGICA GLOBAL S.C.,3323,Fabricación de estructuras metálicas y pailería industrial,0 a 5 personas,Circuito,Adolfo López Mateos,3967,Piso 12,Zona Industrial,21165,21,Puebla,019,San Andrés Cholula,9015260142,contacto@metalurgicaglobal6.com.mx,https://www.metalurgicaglobal6.com.mx,15.457037,-98.328708,2024-01-15,MEG961204D1R,Javier García,Director General,jgarcía@metalurgicaglobal6.com.mx,+529066722516
136,0923820000136,GRUPO INDUSTRIAL DEL NORTE,GRUPO INDUSTRIAL DEL NORTE S.A.P.I. DE C.V.,2382,Instalaciones eléctricas y electromecánicas en construcciones,6 a 10 personas,Calzada,Insurgentes Sur,134,Piso 1,Zona Industrial,09912,09,Ciudad de México,004,Benito Juárez,5569760581,contacto@grupoindustrialdel.com.mx,https://www.grupoindustrialdel.com.mx,25.234191,-101.80729,2024-01-15,GRD971116S3G,Roberto González,Director Comercial,rgonzález@grupoindustrialdel.com.mx,+525512468976
137,0154160000137,ALIMENTOS Y BEBIDAS MODERNA,ALIMENTOS Y BEBIDAS MODERNA S.A.P.I. DE C.V.,5416,Servicios de consultoría en administración y gestión empresarial,101 a 250 personas,Paseo,González Gallo,3830,,San Jerónimo,01399,01,Aguascalientes,019,Aguascalientes,8878521091,contacto@alimentosybebidasm.com,https://www.alimentosybebidasm.com,23.338461,-105.013846,2024-01-15,ALM11122664I,Hector Alarcón,Director de Operaciones,halarcón@alimentosybebidasm.com,+528850412057
138,2156160000138,LOGISTICA DE LAS AMERICAS,LOGISTICA DE LAS AMERICAS S.C.,5616,"Servicios de seguridad privada, custodia y monitoreo satelital",251 y más personas,Boulevard,Félix U. Gómez,2019,,Zona Industrial,21270,21,Puebla,007,San Andrés Cholula,9440504751,contacto@logisticadelasamer.com,https://www.logisticadelasamer.com,21.114168,-104.126865,2024-01-15,LOD061010UQN,Andrea Castro,Director Comercial,acastro@logisticadelasamer.com,+529431778704
139,0846620000139,EMPAQUES DEL NORTE 92,EMPAQUES DEL NORTE 92 S.A.B. DE C.V.,4662,Comercio al por mayor de artículos de ferretería y herramientas,6 a 10 personas,Carretera,Benito Juárez,1584,Piso 8,Parque Industrial CIVAC,08513,08,Chihuahua,006,Chihuahua,5442506703,contacto@empaquesdelnorte76.com,https://www.empaquesdelnorte76.com,22.552141,-103.206944,2024-01-15,EMD07040134B,Fernando Vega,Director General,fvega@empaquesdelnorte76.com,+525454533938
140,0123820000140,QUIMICA DINAMICA,QUIMICA DINAMICA S.C.,2382,Instalaciones eléctricas y electromecánicas en construcciones,11 a 30 personas,Carretera,Benito Juárez,1482,,Parque Industrial Benito Juárez,01963,01,Aguascalientes,017,Aguascalientes,4718695058,contacto@quimicadinamica.com.mx,https://www.quimicadinamica.com.mx,19.844443,-96.975144,2024-01-15,QUD0503222X8,Sofia González,Director de Operaciones,sgonzález@quimicadinamica.com.mx,+524750801684
141,0132540000141,CONSTRUCCIONES NACIONAL,CONSTRUCCIONES NACIONAL S.A. DE C.V.,3254,Fabricación de productos farmacéuticos y medicamentos,11 a 30 personas,Circuito,Insurgentes Sur,1888,,Santa Fe,01422,01,Aguascalientes,010,Jesús María,5392809791,contacto@construccionesnaci.com,https://www.construccionesnaci.com,16.51618,-104.296833,2024-01-15,CON961109U6K,Adriana Salinas,Director de Operaciones,asalinas@construccionesnaci.com,+525326084455
142,3132540000142,SERVICIOS INTEGRALES DEL NORTE,SERVICIOS INTEGRALES DEL NORTE S.A.B. DE C.V.,3254,Fabricación de productos farmacéuticos y medicamentos,101 a 250 personas,Av.,Adolfo López Mateos,1240,Piso 7,Parque Industrial,31532,31,Yucatán,009,Progreso,8583942938,contacto@serviciosintegrale.com.mx,https://www.serviciosintegrale.com.mx,17.023629,-96.516917,2024-01-15,SED090624BDQ,Andrea Navarro,Director de Operaciones,anavarro@serviciosintegrale.com.mx,+528557467389
143,1454160000143,TECNOLOGIA DEL NORTE 61,TECNOLOGIA DEL NORTE 61 S.A.P.I. DE C.V.,5416,Servicios de consultoría en administración y gestión empresarial,0 a 5 personas,Paseo,Manuel Ávila Camacho,706,,Santa Fe,14512,14,Jalisco,018,Tonalá,3371318380,contacto@tecnologiadelnorte.com,https://www.tecnologiadelnorte.com,21.302597,-96.72621,2024-01-15,TED1001026Q6,Sofia Dominguez,Director General,sdominguez@tecnologiadelnorte.com,+523362134718
144,1532510000144,METALURGICA EMPRESARIAL,METALURGICA EMPRESARIAL S.A. DE C.V.,3251,Fabricación de productos químicos básicos y resinas sintéticas,101 a 250 personas,Av.,Patriotismo,1560,,Parque Industrial FINSA,15905,15,Estado de México,009,Huixquilucan,7883931549,contacto@metalurgicaempresa.com,https://www.metalurgicaempresa.com,16.338465,-103.86764,2024-01-15,MEE1008020IN,Luis Martínez,Director de Tecnología,lmartínez@metalurgicaempresa.com,+527829280457
145,2533230000145,PLASTICOS DEL CENTRO,PLASTICOS DEL CENTRO S.A.P.I. DE C.V.,3323,Fabricación de estructuras metálicas y pailería industrial,101 a 250 personas,Circuito,Adolfo López Mateos,2776,,Del Valle,25277,25,Sinaloa,012,Culiacán,8525348632,contacto@plasticosdelcentro.mx,https://www.plasticosdelcentro.mx,23.98685,-102.746064,2024-01-15,PLD1404125YV,Miguel Vega,Director General,mvega@plasticosdelcentro.mx,+528551581897
146,0832510000146,CONSULTORES DEL NORTE,CONSULTORES DEL NORTE S.A.P.I. DE C.V.,3251,Fabricación de productos químicos básicos y resinas sintéticas,0 a 5 personas,Circuito,Adolfo López Mateos,1104,,Zona Industrial,08576,08,Chihuahua,004,Delicias,6041900833,contacto@consultoresdelnort.com.mx,https://www.consultoresdelnort.com.mx,24.700018,-105.114338,2024-01-15,COD0812120P6,Sofia Villaseñor,Director Comercial,svillaseñor@consultoresdelnort.com.mx,+526059886266
147,0533230000147,TRANSFORMADORA DEL NORTE,TRANSFORMADORA DEL NORTE S.A.B. DE C.V.,3323,Fabricación de estructuras metálicas y pailería industrial,11 a 30 personas,Circuito,Paseo Cuauhnáhuac,2472,Piso 13,San Jerónimo,05771,05,Coahuila,001,Torreón,7836047273,contacto@transformadoradeln.com.mx,https://www.transformadoradeln.com.mx,23.925008,-104.717299,2024-01-15,TRD040206L8Z,Adriana López,Director Comercial,alópez@transformadoradeln.com.mx,+527882783355
148,2856160000148,ALIMENTOS Y BEBIDAS INTEGRAL,ALIMENTOS Y BEBIDAS INTEGRAL S.A.S.,5616,"Servicios de seguridad privada, custodia y monitoreo satelital",101 a 250 personas,Paseo,Cuauhtémoc,418,Piso 13,Jardines del Bosque,28246,28,Tamaulipas,016,Nuevo Laredo,4320445795,contacto@alimentosybebidasi.com.mx,https://www.alimentosybebidasi.com.mx,16.402124,-97.768524,2024-01-15,ALI9905134GG,Eduardo Castro,Director de Tecnología,ecastro@alimentosybebidasi.com.mx,+524397570997
149,3056160000149,PROVEEDORA LATINOAMERICANA 20,PROVEEDORA LATINOAMERICANA 20 S.A.B. DE C.V.,5616,"Servicios de seguridad privada, custodia y monitoreo satelital",251 y más personas,Paseo,Lázaro Cárdenas,2238,,Del Valle,30304,30,Veracruz,008,Veracruz,4596744067,contacto@proveedoralatinoam.mx,https://www.proveedoralatinoam.mx,19.715777,-104.936133,2024-01-15,PRL140224HHJ,Fernando Mendoza,Director de Finanzas,fmendoza@proveedoralatinoam.mx,+524535056733
150,2456160000150,SERVICIOS INTEGRALES EMPRESARIAL 19,SERVICIOS INTEGRALES EMPRESARIAL 19 S. DE R.L. DE C.V.,5616,"Servicios de seguridad privada, custodia y monitoreo satelital",51 a 100 personas,Calzada,Insurgentes Sur,3271,,Parque Industrial FINSA,24673,24,San Luis Potosí,018,Matehuala,6191777257,contacto@serviciosintegrale.com.mx,https://www.serviciosintegrale.com.mx,15.863975,-95.633613,2024-01-15,SEE9809277UO,Alejandro Mendoza,Director de Tecnología,amendoza@serviciosintegrale.com.mx,+526158784835
151,2646590000151,EMPAQUES CENTRAL,EMPAQUES CENTRAL S.A. DE C.V.,4659,Comercio al por mayor de maquinaria y equipo industrial,31 a 50 personas,Carretera,Constitución,2137,,Zona Industrial,26212,26,Sonora,003,Nogales,6225438235,contacto@empaquescentral.com.mx,https://www.empaquescentral.com.mx,21.523156,-102.940923,2024-01-15,EMC030315YPY,Jorge Valenzuela,Director Comercial,jvalenzuela@empaquescentral.com.mx,+526218515196
152,2832510000152,SOLUCIONES EMPRESARIAL,SOLUCIONES EMPRESARIAL S.C.,3251,Fabricación de productos químicos básicos y resinas sintéticas,101 a 250 personas,Calle,Revolución,3156,,Parque Industrial CIVAC,28524,28,Tamaulipas,019,Matamoros,7273058402,contacto@solucionesempresar.mx,https://www.solucionesempresar.mx,20.005445,-101.903492,2024-01-15,SOE9502062WL,Alejandro Treviño,Directora de Recursos Humanos,atreviño@solucionesempresar.mx,+527213113143
153,1733630000153,COMERCIALIZADORA ESPECIALIZADA,COMERCIALIZADORA ESPECIALIZADA S.A.P.I. DE C.V.,3363,Fabricación de equipo de transporte y autopartes,0 a 5 personas,Paseo,Universidad,1683,Piso 11,Santa María la Ribera,17448,17,Morelos,010,Jiutepec,5097205095,contacto@comercializadoraes.com,https://www.comercializadoraes.com,17.902397,-101.936677,2024-01-15,COE2004273BT,Guillermo Salinas,Director de Operaciones,gsalinas@comercializadoraes.com,+525088720132
154,3033230000154,CONSTRUCCIONES GLOBAL,CONSTRUCCIONES GLOBAL S.A.P.I. DE C.V.,3323,Fabricación de estructuras metálicas y pailería industrial,101 a 250 personas,Carretera,Cuauhtémoc,4212,Piso 3,Jardines del Bosque,30965,30,Veracruz,004,Córdoba,7549780133,contacto@construccionesglob.mx,https://www.construccionesglob.mx,17.129187,-103.297541,2024-01-15,COG1410278X3,Patricia Hernández,Director de Tecnología,phernández@construccionesglob.mx,+527557215768
155,1932540000155,DISTRIBUIDORA AVANZADA,DISTRIBUIDORA AVANZADA S.A.P.I. DE C.V.,3254,Fabricación de productos farmacéuticos y medicamentos,251 y más personas,Boulevard,Morones Prieto,3398,Piso 8,Del Valle,19608,19,Nuevo León,020,San Pedro Garza García,8148023162,contacto@distribuidoraavanz.com,https://www.distribuidoraavanz.com,24.23001,-100.06012,2024-01-15,DIA010709I0L,Patricia Morales,Director de Finanzas,pmorales@distribuidoraavanz.com,+528159656033
156,1733230000156,EMPAQUES INTERNACIONAL,EMPAQUES INTERNACIONAL S.A.P.I. DE C.V.,3323,Fabricación de estructuras metálicas y pailería industrial,6 a 10 personas,Carretera,Morones Prieto,1443,,Jardines del Bosque,17548,17,Morelos,002,Cuernavaca,5318422979,contacto@empaquesinternacio.com,https://www.empaquesinternacio.com,17.740491,-96.011982,2024-01-15,EMI160101AXP,Daniel Treviño,Director General,dtreviño@empaquesinternacio.com,+525322606255
157,2623820000157,EMPAQUES AVANZADA,EMPAQUES AVANZADA S.A. DE C.V.,2382,Instalaciones eléctricas y electromecánicas en construcciones,6 a 10 personas,Circuito,5 de Mayo,3482,Piso 3,San Rafael,26879,26,Sonora,016,Hermosillo,7619966829,contacto@empaquesavanzada15.com.mx,https://www.empaquesavanzada15.com.mx,16.646327,-98.061511,2024-01-15,EMA210326UP2,Roberto Navarro,Director de Finanzas,rnavarro@empaquesavanzada15.com.mx,+527678704475
158,0933230000158,MANUFACTURA DINAMICA,MANUFACTURA DINAMICA S.A.P.I. DE C.V.,3323,Fabricación de estructuras metálicas y pailería industrial,6 a 10 personas,Boulevard,Adolfo López Mateos,1405,,Del Valle,09868,09,Ciudad de México,011,Miguel Hidalgo,5558841842,contacto@manufacturadinamic.mx,https://www.manufacturadinamic.mx,24.060282,-103.603566,2024-01-15,MAD9608274CJ,David Mendoza,Director de Operaciones,dmendoza@manufacturadinamic.mx,+525534566704
159,2633230000159,ENERGIA DEL NORTE,ENERGIA DEL NORTE S.A.S.,3323,Fabricación de estructuras metálicas y pailería industrial,101 a 250 personas,Calle,Paseo Cuauhnáhuac,3869,,Industrial Vallejo,26946,26,Sonora,006,Nogales,5921562683,contacto@energiadelnorte41.com.mx,https://www.energiadelnorte41.com.mx,16.372763,-104.227363,2024-01-15,END080102Y32,Sofia Villaseñor,Director de Tecnología,svillaseñor@energiadelnorte41.com.mx,+525921775486
160,1932610000160,FARMACEUTICA EMPRESARIAL,FARMACEUTICA EMPRESARIAL S.A.S.,3261,Fabricación de productos de plástico y polímeros para empaque,51 a 100 personas,Carretera,Revolución,565,Piso 5,Santa María la Ribera,19195,19,Nuevo León,017,San Nicolás de los Garza,8133996594,contacto@farmaceuticaempres.mx,https://www.farmaceuticaempres.mx,24.186814,-102.575291,2024-01-15,FAE100308LBC,Patricia Villaseñor,Director de Tecnología,pvillaseñor@farmaceuticaempres.mx,+528169153248
161,0832510000161,DISTRIBUIDORA GLOBAL,DISTRIBUIDORA GLOBAL S.C.,3251,Fabricación de productos químicos básicos y resinas sintéticas,0 a 5 personas,Calzada,Constitución,244,Piso 3,Jardines del Bosque,08311,08,Chihuahua,005,Chihuahua,7864500454,contacto@distribuidoragloba.com.mx,https://www.distribuidoragloba.com.mx,20.591779,-98.231803,2024-01-15,DIG1612024QJ,Roberto Navarro,Director de Finanzas,rnavarro@distribuidoragloba.com.mx,+527887438256
162,0532610000162,MANUFACTURA INTERNACIONAL 12,MANUFACTURA INTERNACIONAL 12 S. DE R.L. DE C.V.,3261,Fabricación de productos de plástico y polímeros para empaque,101 a 250 personas,Paseo,Benito Juárez,1457,,Centro,05403,05,Coahuila,013,Saltillo,4938363859,contacto@manufacturainterna.mx,https://www.manufacturainterna.mx,20.42755,-103.473572,2024-01-15,MAI950627HCP,Alejandro Alarcón,Socio Fundador,aalarcón@manufacturainterna.mx,+524984142956
163,0533630000163,METALURGICA MEXICANA,METALURGICA MEXICANA S. DE R.L. DE C.V.,3363,Fabricación de equipo de transporte y autopartes,51 a 100 personas,Boulevard,Reforma,2751,,Roma Norte,05227,05,Coahuila,005,Saltillo,9924907074,contacto@metalurgicamexican.com.mx,https://www.metalurgicamexican.com.mx,22.126737,-97.66715,2024-01-15,MEM131015B6I,Carlos Navarro,Socio Fundador,cnavarro@metalurgicamexican.com.mx,+529966969432
164,0254160000164,CONSTRUCCIONES DEL NORTE,CONSTRUCCIONES DEL NORTE S.A.B. DE C.V.,5416,Servicios de consultoría en administración y gestión empresarial,31 a 50 personas,Boulevard,Benito Juárez,3827,,Zona Industrial,02920,02,Baja California,019,Tijuana,9075305223,contacto@construccionesdeln.com.mx,https://www.construccionesdeln.com.mx,18.80325,-95.764087,2024-01-15,COD100527PER,Fernando García,Director General,fgarcía@construccionesdeln.com.mx,+529060792672
165,0132610000165,METALURGICA DEL NORTE,METALURGICA DEL NORTE S.A. DE C.V.,3261,Fabricación de productos de plástico y polímeros para empaque,101 a 250 personas,Boulevard,Insurgentes Sur,3006,Piso 13,Industrial Vallejo,01168,01,Aguascalientes,004,Calvillo,5290517719,contacto@metalurgicadelnort.mx,https://www.metalurgicadelnort.mx,18.816284,-98.415523,2024-01-15,MED140304H5D,Eduardo Benítez,Directora de Recursos Humanos,ebenítez@metalurgicadelnort.mx,+525286141043
166,1732510000166,ENERGIA DINAMICA,ENERGIA DINAMICA S.A.S.,3251,Fabricación de productos químicos básicos y resinas sintéticas,101 a 250 personas,Paseo,Hidalgo,3675,,Industrial Vallejo,17468,17,Morelos,015,Temixco,8015058711,contacto@energiadinamica.mx,https://www.energiadinamica.mx,22.245389,-96.29894,2024-01-15,END190322AK3,Roberto Martínez,Director de Operaciones,rmartínez@energiadinamica.mx,+528057873853
167,2532540000167,DISTRIBUIDORA INTERNACIONAL 22,DISTRIBUIDORA INTERNACIONAL 22 S. DE R.L. DE C.V.,3254,Fabricación de productos farmacéuticos y medicamentos,0 a 5 personas,Boulevard,Félix U. Gómez,4382,,Parque Industrial,25924,25,Sinaloa,002,Guasave,7376228188,contacto@distribuidorainter.com.mx,https://www.distribuidorainter.com.mx,20.176668,-104.846637,2024-01-15,DII180406NKA,Carlos Ruiz,Directora de Recursos Humanos,cruiz@distribuidorainter.com.mx,+527377015251
168,2446590000168,IMPORTADORA INTEGRAL,IMPORTADORA INTEGRAL S.A.S.,4659,Comercio al por mayor de maquinaria y equipo industrial,6 a 10 personas,Calle,Manuel Ávila Camacho,3941,,Centro,24439,24,San Luis Potosí,020,Soledad de Graciano Sánchez,9175489641,contacto@importadoraintegra.com,https://www.importadoraintegra.com,20.469586,-96.534023,2024-01-15,IMI080415XOE,Patricia González,Director General,pgonzález@importadoraintegra.com,+529125349299
169,3133230000169,AUTOMOTRIZ EMPRESARIAL,AUTOMOTRIZ EMPRESARIAL S.A.P.I. DE C.V.,3323,Fabricación de estructuras metálicas y pailería industrial,101 a 250 personas,Calle,Benito Juárez,178,,Zona Industrial,31228,31,Yucatán,011,Valladolid,6079982186,contacto@automotrizempresar.com,https://www.automotrizempresar.com,20.52497,-96.043453,2024-01-15,AUE060306YX7,Andrea Navarro,Director de Tecnología,anavarro@automotrizempresar.com,+526080568239
170,1132540000170,TECNOLOGIA INTEGRAL 77,TECNOLOGIA INTEGRAL 77 S.C.,3254,Fabricación de productos farmacéuticos y medicamentos,101 a 250 personas,Calzada,Patriotismo,324,,Industrial Vallejo,11188,11,Guanajuato,001,Irapuato,4322088416,contacto@tecnologiaintegral.mx,https://www.tecnologiaintegral.mx,21.114452,-99.312425,2024-01-15,TEI000417F1V,Claudia Martínez,Director de Operaciones,cmartínez@tecnologiaintegral.mx,+524323955537
171,2832610000171,GRUPO INDUSTRIAL ESTRATEGICA,GRUPO INDUSTRIAL ESTRATEGICA S.A.P.I. DE C.V.,3261,Fabricación de productos de plástico y polímeros para empaque,0 a 5 personas,Paseo,Paseo Cuauhnáhuac,1060,,Santa María la Ribera,28263,28,Tamaulipas,001,Matamoros,9011663646,contacto@grupoindustrialest.com.mx,https://www.grupoindustrialest.com.mx,23.491317,-102.66095,2024-01-15,GRE951001K2I,Hector Martínez,Socio Fundador,hmartínez@grupoindustrialest.com.mx,+529064526922
172,1133630000172,CONSULTORES DEL PACIFICO,CONSULTORES DEL PACIFICO S.C.,3363,Fabricación de equipo de transporte y autopartes,101 a 250 personas,Calle,Lázaro Cárdenas,201,,Zona Industrial,11711,11,Guanajuato,013,Irapuato,5176910345,contacto@consultoresdelpaci.mx,https://www.consultoresdelpaci.mx,17.253088,-99.843308,2024-01-15,COD190302KOP,Guillermo Benítez,Director de Tecnología,gbenítez@consultoresdelpaci.mx,+525199334813
173,0533230000173,METALURGICA LATINOAMERICANA,METALURGICA LATINOAMERICANA S.A. DE C.V.,3323,Fabricación de estructuras metálicas y pailería industrial,11 a 30 personas,Calzada,Benito Juárez,3051,,Parque Industrial FINSA,05781,05,Coahuila,010,Torreón,7650175118,contacto@metalurgicalatinoa.mx,https://www.metalurgicalatinoa.mx,21.947567,-98.909999,2024-01-15,MEL190406PKJ,Luis Treviño,Socio Fundador,ltreviño@metalurgicalatinoa.mx,+527685459497
174,0254150000174,LOGISTICA MEXICANA,LOGISTICA MEXICANA S.A.B. DE C.V.,5415,Desarrollo de software y servicios de tecnología de información,101 a 250 personas,Paseo,5 de Mayo,2956,,San Jerónimo,02703,02,Baja California,006,Mexicali,5613663476,contacto@logisticamexicana.mx,https://www.logisticamexicana.mx,22.23329,-98.247307,2024-01-15,LOM080818MTO,Mariana Valenzuela,Director Comercial,mvalenzuela@logisticamexicana.mx,+525684373523
175,0154150000175,INNOVACION MEXICANA,INNOVACION MEXICANA S.A.B. DE C.V.,5415,Desarrollo de software y servicios de tecnología de información,31 a 50 personas,Calle,Revolución,3620,,Centro,01701,01,Aguascalientes,011,Jesús María,9526827182,contacto@innovacionmexicana.com.mx,https://www.innovacionmexicana.com.mx,25.0654,-100.443612,2024-01-15,INM071125AV0,Gabriel Garza,Director de Finanzas,ggarza@innovacionmexicana.com.mx,+529571985083
176,2848410000176,MANUFACTURA MEXICANA,MANUFACTURA MEXICANA S. DE R.L. DE C.V.,4841,Transporte de carga general y logística multimodal,0 a 5 personas,Circuito,González Gallo,3341,,Polanco,28434,28,Tamaulipas,007,Tampico,7645492347,contacto@manufacturamexican.com,https://www.manufacturamexican.com,18.544382,-99.8016,2024-01-15,MAM120214AVR,Fernando Hernández,Director General,fhernández@manufacturamexican.com,+527672411112
177,2632510000177,TRANSPORTES DEL BAJIO,TRANSPORTES DEL BAJIO S.A.S.,3251,Fabricación de productos químicos básicos y resinas sintéticas,6 a 10 personas,Calle,Juárez,3000,,Parque Industrial,26759,26,Sonora,008,Hermosillo,7833810465,contacto@transportesdelbaji.mx,https://www.transportesdelbaji.mx,23.002998,-104.730851,2024-01-15,TRD160924JHP,Hector Alarcón,Director de Finanzas,halarcón@transportesdelbaji.mx,+527832206330
178,2632510000178,LOGISTICA NACIONAL,LOGISTICA NACIONAL S. DE R.L. DE C.V.,3251,Fabricación de productos químicos básicos y resinas sintéticas,251 y más personas,Boulevard,5 de Mayo,1061,Piso 10,Zona Industrial,26575,26,Sonora,011,Hermosillo,9134084031,contacto@logisticanacional.mx,https://www.logisticanacional.mx,24.535911,-100.513241,2024-01-15,LON150718D6J,Claudia Valenzuela,Director General,cvalenzuela@logisticanacional.mx,+529135969009
179,3048410000179,GRUPO INDUSTRIAL INTEGRAL 36,GRUPO INDUSTRIAL INTEGRAL 36 S.C.,4841,Transporte de carga general y logística multimodal,11 a 30 personas,Av.,Juárez,2173,,Santa María la Ribera,30646,30,Veracruz,016,Coatzacoalcos,8413128301,contacto@grupoindustrialint.com,https://www.grupoindustrialint.com,22.314029,-101.739424,2024-01-15,GRI070810D1L,Adriana Treviño,Directora de Recursos Humanos,atreviño@grupoindustrialint.com,+528470183274
180,2232540000180,TECNOLOGIA DE LAS AMERICAS,TECNOLOGIA DE LAS AMERICAS S.A. DE C.V.,3254,Fabricación de productos farmacéuticos y medicamentos,0 a 5 personas,Carretera,Adolfo López Mateos,3374,,Parque Industrial CIVAC,22159,22,Querétaro,003,San Juan del Río,4494003281,contacto@tecnologiadelasame.mx,https://www.tecnologiadelasame.mx,20.771818,-95.734314,2024-01-15,TED171109RBL,Alejandro Navarro,Socio Fundador,anavarro@tecnologiadelasame.mx,+524447261458
181,0923820000181,TRANSPORTES MEXICANA,TRANSPORTES MEXICANA S.A. DE C.V.,2382,Instalaciones eléctricas y electromecánicas en construcciones,51 a 100 personas,Calzada,Universidad,246,Piso 6,San Jerónimo,09735,09,Ciudad de México,002,Cuauhtémoc,5598255518,contacto@transportesmexican.mx,https://www.transportesmexican.mx,24.212577,-99.968649,2024-01-15,TRM130917EPW,Daniel López,Director de Finanzas,dlópez@transportesmexican.mx,+525590414830
182,2832540000182,DESARROLLOS INTEGRAL,DESARROLLOS INTEGRAL S. DE R.L. DE C.V.,3254,Fabricación de productos farmacéuticos y medicamentos,31 a 50 personas,Paseo,Constitución,872,Piso 1,Parque Industrial Benito Juárez,28736,28,Tamaulipas,008,Nuevo Laredo,4582821427,contacto@desarrollosintegra.mx,https://www.desarrollosintegra.mx,24.62239,-99.433143,2024-01-15,DEI960514QNY,Javier Hernández,Socio Fundador,jhernández@desarrollosintegra.mx,+524586723518
183,1923820000183,MANUFACTURA INTERNACIONAL,MANUFACTURA INTERNACIONAL S.A. DE C.V.,2382,Instalaciones eléctricas y electromecánicas en construcciones,6 a 10 personas,Av.,Benito Juárez,4360,Piso 15,Zona Industrial,19197,19,Nuevo León,007,Apodaca,8120898561,contacto@manufacturainterna.com.mx,https://www.manufacturainterna.com.mx,21.74212,-98.402768,2024-01-15,MAI160913OJP,Mariana Martínez,Director General,mmartínez@manufacturainterna.com.mx,+528156903861
184,2146590000184,ENERGIA INTERNACIONAL 87,ENERGIA INTERNACIONAL 87 S.A.P.I. DE C.V.,4659,Comercio al por mayor de maquinaria y equipo industrial,101 a 250 personas,Carretera,Morones Prieto,3086,,Industrial Vallejo,21244,21,Puebla,006,Tehuacán,7992326341,contacto@energiainternacion.mx,https://www.energiainternacion.mx,20.119422,-97.520536,2024-01-15,ENI951224G1A,Rodrigo González,Director Comercial,rgonzález@energiainternacion.mx,+527936255443
185,2446620000185,MANUFACTURA LATINOAMERICANA,MANUFACTURA LATINOAMERICANA S.A.P.I. DE C.V.,4662,Comercio al por mayor de artículos de ferretería y herramientas,251 y más personas,Av.,Hidalgo,2495,,Parque Industrial,24550,24,San Luis Potosí,010,San Luis Potosí,9931217596,contacto@manufacturalatinoa.com,https://www.manufacturalatinoa.com,17.696102,-97.420279,2024-01-15,MAL080105PZC,Roberto Navarro,Director de Finanzas,rnavarro@manufacturalatinoa.com,+529911305468
186,0223820000186,FARMACEUTICA DEL BAJIO,FARMACEUTICA DEL BAJIO S.A.S.,2382,Instalaciones eléctricas y electromecánicas en construcciones,251 y más personas,Calle,Patriotismo,664,,Santa Fe,02464,02,Baja California,008,Tijuana,8983380746,contacto@farmaceuticadelbaj.com,https://www.farmaceuticadelbaj.com,17.276455,-102.597381,2024-01-15,FAD160926EGL,Fernando Vega,Director General,fvega@farmaceuticadelbaj.com,+528971888885
187,2446590000187,INDUSTRIAS AVANZADA,INDUSTRIAS AVANZADA S.A. DE C.V.,4659,Comercio al por mayor de maquinaria y equipo industrial,251 y más personas,Calzada,5 de Mayo,2729,Piso 13,Parque Industrial,24662,24,San Luis Potosí,013,San Luis Potosí,7645637586,contacto@industriasavanzada.com,https://www.industriasavanzada.com,25.196526,-101.333148,2024-01-15,INA950313QVZ,Hector García,Director de Tecnología,hgarcía@industriasavanzada.com,+527612195588
